OECD,Year,Central Government Debt (Percent of GDP),"Inflation, consumer prices (annual %)","Current account balance (BoP, current US$)",Exports of goods and services (% of GDP),"Foreign direct investment, net inflows (BoP, current US$)","GovernmentExpenditure_Agriculture, forestry, fishing and hunting",GovernmentExpenditure_Communication,GovernmentExpenditure_Defence,GovernmentExpenditure_Education,GovernmentExpenditure_Environment protection,GovernmentExpenditure_Fuel and energy,"GovernmentExpenditure_General economic, commercial and labour affairs",GovernmentExpenditure_General public services,GovernmentExpenditure_Health,GovernmentExpenditure_Housing and community amenities,"GovernmentExpenditure_Mining, manufacturing and construction",GovernmentExpenditure_Other industries,GovernmentExpenditure_Public order and safety,GovernmentExpenditure_RandD Economic affairs,"GovernmentExpenditure_Recreation, culture and religion",GovernmentExpenditure_Social protection,GovernmentExpenditure_Total function,GovernmentExpenditure_Transport,Imports of goods and services (% of GDP),"Labor force participation rate for ages 15-24, total (%)",GDP (current US$),Net migration,Population growth (annual %),Population ages 15-64 (% of total population),Profit tax (% of commercial profits),Urban population (% of total population),Social Spending,Real interest rate (%),Tax revenue (% of GDP),"Labor force, total","Unemployment, total (% of total labor force)",Reelection Frequency (Years),LongInterestRate,DebtQuantile,Central Government Debt (Percent of GDP)_lag1,"Inflation, consumer prices (annual %)_lag1","Current account balance (BoP, current US$)_lag1",Exports of goods and services (% of GDP)_lag1,"Foreign direct investment, net inflows (BoP, current US$)_lag1","GovernmentExpenditure_Agriculture, forestry, fishing and hunting_lag1",GovernmentExpenditure_Communication_lag1,GovernmentExpenditure_Defence_lag1,GovernmentExpenditure_Education_lag1,GovernmentExpenditure_Environment protection_lag1,GovernmentExpenditure_Fuel and energy_lag1,"GovernmentExpenditure_General economic, commercial and labour affairs_lag1",GovernmentExpenditure_General public services_lag1,GovernmentExpenditure_Health_lag1,GovernmentExpenditure_Housing and community amenities_lag1,"GovernmentExpenditure_Mining, manufacturing and construction_lag1",GovernmentExpenditure_Other industries_lag1,GovernmentExpenditure_Public order and safety_lag1,GovernmentExpenditure_RandD Economic affairs_lag1,"GovernmentExpenditure_Recreation, culture and religion_lag1",GovernmentExpenditure_Social protection_lag1,GovernmentExpenditure_Total function_lag1,GovernmentExpenditure_Transport_lag1,Imports of goods and services (% of GDP)_lag1,"Labor force participation rate for ages 15-24, total (%)_lag1",GDP (current US$)_lag1,Net migration_lag1,Population growth (annual %)_lag1,Population ages 15-64 (% of total population)_lag1,Profit tax (% of commercial profits)_lag1,Urban population (% of total population)_lag1,Social Spending_lag1,Real interest rate (%)_lag1,Tax revenue (% of GDP)_lag1,"Labor force, total_lag1","Unemployment, total (% of total labor force)_lag1",Reelection Frequency (Years)_lag1,LongInterestRate_lag1,Overall Deficit (USD),Overall Deficit (USD)_lag1
Belgium,2011,88.467369563367,3.532082107,-10168977415.0,80.27136435,163624000000.0,397.0,532.0,4957.0,32510.0,7905.0,1087.0,20649.0,45910.0,40488.0,1701.0,9.0,626.0,9701.0,1192.0,6803.0,99991.0,289425.0,14870.0,80.49415254,31.98,527197000000.0,52464.0,1.301002902,65.77138661,7.8,97.698,28.101,1.993,24.75377919,4875374.0,7.14,5.0,4.233333333333333,4,85.766646472435,2.189299204,7337927601.0,75.82828987,125492000000.0,428.0,493.0,4679.0,29081.0,5888.0,887.0,16071.0,41602.0,37338.0,2124.0,5.0,675.0,8928.0,1083.0,6191.0,90771.0,259381.0,13116.0,74.33427375,32.51,481557000000.0,105232.0,0.913639392,65.94245181,7.4,97.651,27.666,2.311,24.46135143,4893250.0,8.293,5.0,3.4625,-130500891851.3043,-117795090724.7651
Belgium,2012,88.969767592413,2.839663434,-413616611.6,80.04897213,11810272331.0,403.0,513.0,4593.0,31038.0,7820.0,1096.0,20703.0,43478.0,39375.0,2034.0,22.0,606.0,9253.0,1193.0,6792.0,97138.0,280215.0,14047.0,80.33432929,31.48,498414000000.0,45001.0,0.620163579,65.52885622,7.8,97.744,27.962,2.14,25.70696784,4910068.0,7.542,5.0,3.0,4,88.467369563367,3.532082107,-10168977415.0,80.27136435,163624000000.0,397.0,532.0,4957.0,32510.0,7905.0,1087.0,20649.0,45910.0,40488.0,1701.0,9.0,626.0,9701.0,1192.0,6803.0,99991.0,289425.0,14870.0,80.49415254,31.98,527197000000.0,52464.0,1.301002902,65.77138661,7.8,97.698,28.101,1.993,24.75377919,4875374.0,7.14,5.0,4.233333333333333,-128126846475.0576,-130500891851.3043
Belgium,2013,89.611331704337,1.11309594,5078944280.0,78.91141344,-29640924980.0,462.0,489.0,4822.0,33262.0,8047.0,810.0,18496.0,45024.0,41821.0,1972.0,23.0,592.0,9754.0,1325.0,6762.0,104629.0,292810.0,14417.0,78.66220934,30.99,524097000000.0,28066.0,0.471340144,65.29108241,8.3,97.789,28.34,2.297,26.07560813,4961578.0,8.425,5.0,2.41,4,88.969767592413,2.839663434,-413616611.6,80.04897213,11810272331.0,403.0,513.0,4593.0,31038.0,7820.0,1096.0,20703.0,43478.0,39375.0,2034.0,22.0,606.0,9253.0,1193.0,6792.0,97138.0,280215.0,14047.0,80.33432929,31.48,498414000000.0,45001.0,0.620163579,65.52885622,7.8,97.744,27.962,2.14,25.70696784,4910068.0,7.542,5.0,3.0,-136661187131.0861,-128126846475.0576
Belgium,2014,90.035582773372,0.340002833,4041465919.0,79.39652058,-15205871358.0,486.0,475.0,4690.0,33782.0,7297.0,388.0,19311.0,45065.0,43003.0,1912.0,18.0,751.0,9793.0,1443.0,6854.0,105842.0,297676.0,16430.0,79.17509037,30.19,537987000000.0,37472.0,0.443929288,65.03950583,8.3,97.833,28.394,1.52,26.00835691,4978411.0,8.523,5.0,1.7133333333333336,4,89.611331704337,1.11309594,5078944280.0,78.91141344,-29640924980.0,462.0,489.0,4822.0,33262.0,8047.0,810.0,18496.0,45024.0,41821.0,1972.0,23.0,592.0,9754.0,1325.0,6762.0,104629.0,292810.0,14417.0,78.66220934,30.99,524097000000.0,28066.0,0.471340144,65.29108241,8.3,97.789,28.34,2.297,26.07560813,4961578.0,8.425,5.0,2.41,-139921281413.4017,-136661187131.0861
Belgium,2015,88.826067549472,0.561429153,6363243452.0,77.87773922,-19514245855.0,398.0,418.0,3828.0,29160.0,5848.0,533.0,15388.0,37082.0,36214.0,1308.0,3.0,542.0,7952.0,1222.0,5608.0,89647.0,248365.0,13114.0,77.19094283,30.0,461045000000.0,63536.0,0.579446242,64.84302528,8.4,97.876,29.055,1.537,24.42272428,4988932.0,8.482,5.0,0.84,4,90.035582773372,0.340002833,4041465919.0,79.39652058,-15205871358.0,486.0,475.0,4690.0,33782.0,7297.0,388.0,19311.0,45065.0,43003.0,1912.0,18.0,751.0,9793.0,1443.0,6854.0,105842.0,297676.0,16430.0,79.17509037,30.19,537987000000.0,37472.0,0.443929288,65.03950583,8.3,97.833,28.394,1.52,26.00835691,4978411.0,8.523,5.0,1.7133333333333336,-112599500791.726,-139921281413.4017
Belgium,2016,89.15005173396,1.973852647,2646800223.0,79.61813171,57538351507.0,411.0,336.0,3827.0,29586.0,5599.0,651.0,15875.0,37741.0,36294.0,1567.0,27.0,553.0,8078.0,1383.0,5974.0,92397.0,252874.0,12532.0,79.4395649,28.46,474272000000.0,28090.0,0.506300002,64.66076201,9.1,97.919,28.426,2.806,22.92859825,4996087.0,7.83,5.0,0.4758333333333333,4,88.826067549472,0.561429153,6363243452.0,77.87773922,-19514245855.0,398.0,418.0,3828.0,29160.0,5848.0,533.0,15388.0,37082.0,36214.0,1308.0,3.0,542.0,7952.0,1222.0,5608.0,89647.0,248365.0,13114.0,77.19094283,30.0,461045000000.0,63536.0,0.579446242,64.84302528,8.4,97.876,29.055,1.537,24.42272428,4988932.0,8.482,5.0,0.84,-108743668618.24,-112599500791.726
Belgium,2017,86.983934389394,2.12597086,3518201465.0,83.44440505,-37288840312.0,424.0,352.0,3977.0,31340.0,6315.0,416.0,15650.0,36042.0,38169.0,1522.0,26.0,534.0,8487.0,1396.0,6262.0,97116.0,261590.0,13522.0,83.45967319,28.075,500909000000.0,37981.0,0.385228018,64.44263283,10.3,97.961,28.275,2.967,23.53513881,5084926.0,7.086,5.0,0.7225,4,89.15005173396,1.973852647,2646800223.0,79.61813171,57538351507.0,411.0,336.0,3827.0,29586.0,5599.0,651.0,15875.0,37741.0,36294.0,1567.0,27.0,553.0,8078.0,1383.0,5974.0,92397.0,252874.0,12532.0,79.4395649,28.46,474272000000.0,28090.0,0.506300002,64.66076201,9.1,97.919,28.426,2.806,22.92859825,4996087.0,7.83,5.0,0.4758333333333333,-117889366871.7829,-108743668618.24
Belgium,2018,84.964927801483,2.053164999,-4743198690.0,83.48305672,-41601387267.0,420.0,377.0,4111.0,33741.0,6982.0,490.0,17463.0,38453.0,41471.0,1849.0,49.0,642.0,9407.0,1391.0,7072.0,104693.0,283956.0,15301.0,84.79463616,29.628,542639000000.0,50604.0,0.455184695,64.24475253,10.9,98.001,28.355,2.357,24.03777391,5142931.0,5.948,5.0,0.7949999999999999,4,86.983934389394,2.12597086,3518201465.0,83.44440505,-37288840312.0,424.0,352.0,3977.0,31340.0,6315.0,416.0,15650.0,36042.0,38169.0,1522.0,26.0,534.0,8487.0,1396.0,6262.0,97116.0,261590.0,13522.0,83.45967319,28.075,500909000000.0,37981.0,0.385228018,64.44263283,10.3,97.961,28.275,2.967,23.53513881,5084926.0,7.086,5.0,0.7225,-130438052011.4849,-117889366871.7829
Belgium,2019,82.848314935363,1.43681957,660702346.9,82.96742754,-10587088044.0,381.0,358.0,4220.0,32844.0,7020.0,506.0,17149.0,36746.0,40617.0,1882.0,23.0,607.0,9040.0,1394.0,6722.0,103116.0,277856.0,15186.0,82.49805139,30.98,536726000000.0,58469.0,0.540461327,64.07942114,10.3,98.041,28.218,2.142,22.59782094,5193378.0,5.36,5.0,0.1933333333333333,4,84.964927801483,2.053164999,-4743198690.0,83.48305672,-41601387267.0,420.0,377.0,4111.0,33741.0,6982.0,490.0,17463.0,38453.0,41471.0,1849.0,49.0,642.0,9407.0,1391.0,7072.0,104693.0,283956.0,15301.0,84.79463616,29.628,542639000000.0,50604.0,0.455184695,64.24475253,10.9,98.001,28.355,2.357,24.03777391,5142931.0,5.948,5.0,0.7949999999999999,-121288102562.4244,-130438052011.4849
Belgium,2020,93.364919652391,0.740791812,4632635829.0,79.19687056,-30416922631.0,448.0,364.0,4726.0,34497.0,7594.0,597.0,21519.0,38573.0,46320.0,2006.0,28.0,565.0,9478.0,1620.0,6597.0,118676.0,309357.0,15648.0,77.75325072,28.427,529694000000.0,43777.0,0.430996815,63.97558965,10.3,98.079,32.28,1.418,21.86156404,5166760.0,5.555,5.0,-0.1483333333333333,4,82.848314935363,1.43681957,660702346.9,82.96742754,-10587088044.0,381.0,358.0,4220.0,32844.0,7020.0,506.0,17149.0,36746.0,40617.0,1882.0,23.0,607.0,9040.0,1394.0,6722.0,103116.0,277856.0,15186.0,82.49805139,30.98,536726000000.0,58469.0,0.540461327,64.07942114,10.3,98.041,28.218,2.142,22.59782094,5193378.0,5.36,5.0,0.1933333333333333,-115799083669.0376,-121288102562.4244
Belgium,2021,90.398480105526,2.440248511,11165267240.0,89.62960592,35347519889.0,455.0,389.0,5266.0,37325.0,7990.0,849.0,20834.0,41369.0,51208.0,2141.0,24.0,732.0,10422.0,1723.0,7111.0,124891.0,329680.0,16821.0,87.76069951,30.257,598494000000.0,24017.0,0.411601997,63.86518407,10.3,98.117,29.705,-0.092,23.22608924,5260082.0,6.264,5.0,-0.0141666666666666,4,93.364919652391,0.740791812,4632635829.0,79.19687056,-30416922631.0,448.0,364.0,4726.0,34497.0,7594.0,597.0,21519.0,38573.0,46320.0,2006.0,28.0,565.0,9478.0,1620.0,6597.0,118676.0,309357.0,15648.0,77.75325072,28.427,529694000000.0,43777.0,0.430996815,63.97558965,10.3,98.079,32.28,1.418,21.86156404,5166760.0,5.555,5.0,-0.1483333333333333,-139006420856.0456,-115799083669.0376
Belgium,2022,86.359050257651,9.597511729,-7030836553.0,95.26780182,11875049209.0,455.0,389.0,5266.0,37325.0,7990.0,849.0,20834.0,41369.0,51208.0,2141.0,24.0,732.0,10422.0,1723.0,7111.0,124891.0,329680.0,16821.0,96.72848738,31.1,593439000000.0,118615.0,0.80816535,63.70312803,10.3,98.153,28.965,-0.656,22.7079147,5371979.0,5.558,5.0,1.7333333333333334,4,90.398480105526,2.440248511,11165267240.0,89.62960592,35347519889.0,455.0,389.0,5266.0,37325.0,7990.0,849.0,20834.0,41369.0,51208.0,2141.0,24.0,732.0,10422.0,1723.0,7111.0,124891.0,329680.0,16821.0,87.76069951,30.257,598494000000.0,24017.0,0.411601997,63.86518407,10.3,98.117,29.705,-0.092,23.22608924,5260082.0,6.264,5.0,-0.0141666666666666,-134757292236.533,-139006420856.0456
Belgium,2023,87.227399357688,4.049010776,-4503124767.0,84.1639883,-2776119887.0,455.0,389.0,5266.0,37325.0,7990.0,849.0,20834.0,41369.0,51208.0,2141.0,24.0,732.0,10422.0,1723.0,7111.0,124891.0,329680.0,16821.0,84.76361541,31.452,644783000000.0,41679.0,0.91371589,63.56398031,10.3,98.189,28.965,1.113,22.7079147,5419046.0,5.508,5.0,3.089166666666667,4,86.359050257651,9.597511729,-7030836553.0,95.26780182,11875049209.0,455.0,389.0,5266.0,37325.0,7990.0,849.0,20834.0,41369.0,51208.0,2141.0,24.0,732.0,10422.0,1723.0,7111.0,124891.0,329680.0,16821.0,96.72848738,31.1,593439000000.0,118615.0,0.80816535,63.70312803,10.3,98.153,28.965,-0.656,22.7079147,5371979.0,5.558,5.0,1.7333333333333334,-146416443960.101,-134757292236.533
Canada,2010,44.071359288568,1.776871541,-58162670440.0,29.16738193,29714744325.0,8538.0,192.714,14750.0,77803.0,11382.0,5592.0,9833.0,101951.0,134934.0,8136.0,436.0,888.143,28705.0,1372.429,14363.0,174716.0,616463.0,18588.0,31.04073957,64.499,1617340000000.0,225369.0,1.11135203,69.32764531,3.2,80.937,17.6,-0.237699891,11.7328093,18984723.0,8.178,4.0,3.235139916666667,2,44.071359288568,1.776871541,-58162670440.0,29.16738193,29714744325.0,8538.0,192.714,14750.0,77803.0,11382.0,5592.0,9833.0,101951.0,134934.0,8136.0,436.0,888.143,28705.0,1372.429,14363.0,174716.0,616463.0,18588.0,31.04073957,64.499,1617340000000.0,225369.0,1.11135203,69.32764531,3.2,80.937,17.6,-0.237699891,11.7328093,18984723.0,8.178,4.0,3.235139916666667,-189758801469.62,-189758801469.62
Canada,2011,44.954716940717,2.912135089,-49746988787.0,30.67839192,38338330427.0,8873.0,203.143,16891.0,84620.0,12000.0,6099.0,10245.0,107128.0,147402.0,8506.0,566.0,1179.857,31581.0,1576.286,15879.0,188030.0,665610.0,20645.0,31.82034685,64.527,1793330000000.0,227075.0,0.975407251,69.14833629,1.9,81.096,17.093,-0.236773176,11.80392128,19145797.0,7.637,4.0,2.7830361666666668,2,44.071359288568,1.776871541,-58162670440.0,29.16738193,29714744325.0,8538.0,192.714,14750.0,77803.0,11382.0,5592.0,9833.0,101951.0,134934.0,8136.0,436.0,888.143,28705.0,1372.429,14363.0,174716.0,616463.0,18588.0,31.04073957,64.499,1617340000000.0,225369.0,1.11135203,69.32764531,3.2,80.937,17.6,-0.237699891,11.7328093,18984723.0,8.178,4.0,3.235139916666667,-211682595880.62402,-189758801469.62
Canada,2012,45.275971280664,1.515678231,-64582432569.0,30.35302552,49368985104.0,7925.0,177.429,16516.0,85798.0,11717.0,5372.0,11033.0,104276.0,149234.0,8398.0,440.0,998.714,31480.0,1386.0,16621.0,189878.0,667274.0,21209.0,32.24252342,63.516,1828370000000.0,243748.0,1.083746522,68.85179464,2.3,81.137,17.222,1.760110339,11.66442736,19315299.0,7.392,4.0,1.8734101666666667,2,44.954716940717,2.912135089,-49746988787.0,30.67839192,38338330427.0,8873.0,203.143,16891.0,84620.0,12000.0,6099.0,10245.0,107128.0,147402.0,8506.0,566.0,1179.857,31581.0,1576.286,15879.0,188030.0,665610.0,20645.0,31.82034685,64.527,1793330000000.0,227075.0,0.975407251,69.14833629,1.9,81.096,17.093,-0.236773176,11.80392128,19145797.0,7.637,4.0,2.7830361666666668,-213268223248.032,-211682595880.62402
Canada,2013,42.589001323172,0.938291898,-58110120945.0,30.33193867,67027866778.0,6364.0,185.0,15738.0,85946.0,10981.0,5695.0,10750.0,101066.0,149779.0,8353.0,352.0,1098.571,31678.0,1466.429,16191.0,189953.0,661005.0,21737.0,31.89913623,63.835,1846600000000.0,239813.0,1.053380981,68.49987317,3.0,81.178,16.986,1.237716691,11.6235046,19521170.0,7.143,4.0,2.26195875,2,45.275971280664,1.515678231,-64582432569.0,30.35302552,49368985104.0,7925.0,177.429,16516.0,85798.0,11717.0,5372.0,11033.0,104276.0,149234.0,8398.0,440.0,998.714,31480.0,1386.0,16621.0,189878.0,667274.0,21209.0,32.24252342,63.516,1828370000000.0,243748.0,1.083746522,68.85179464,2.3,81.137,17.222,1.760110339,11.66442736,19315299.0,7.392,4.0,1.8734101666666667,-214638974938.6,-213268223248.032
Canada,2014,40.574054412807,1.906635907,-41873919952.0,31.73657587,64174605786.0,6326.0,225.714,14169.0,81910.0,10595.0,5195.0,9797.0,93973.0,144226.0,8350.0,312.0,1140.857,30422.0,1433.571,14786.0,183599.0,630611.0,21486.0,32.64208628,64.206,1805750000000.0,192884.0,1.001422847,68.13582804,3.9,81.218,16.913,1.038638973,11.80837908,19585334.0,7.023,4.0,2.230830333333333,2,42.589001323172,0.938291898,-58110120945.0,30.33193867,67027866778.0,6364.0,185.0,15738.0,85946.0,10981.0,5695.0,10750.0,101066.0,149779.0,8353.0,352.0,1098.571,31678.0,1466.429,16191.0,189953.0,661005.0,21737.0,31.89913623,63.835,1846600000000.0,239813.0,1.053380981,68.49987317,3.0,81.178,16.986,1.237716691,11.6235046,19521170.0,7.143,4.0,2.26195875,-213229174626.1,-214638974938.6
Canada,2015,43.166313394871,1.125241361,-54695520050.0,31.84996096,59986208237.0,5224.0,149.0,12334.0,71757.0,10720.0,4259.0,8475.0,82767.0,129048.0,7319.0,282.0,1015.286,26442.0,1213.286,13625.0,167388.0,563039.0,19165.0,34.3149411,64.245,1556510000000.0,224332.0,0.760300145,67.75712126,3.9,81.259,17.934,3.67453345,12.38981091,19691889.0,6.945,4.0,1.5216946666666666,2,40.574054412807,1.906635907,-41873919952.0,31.73657587,64174605786.0,6326.0,225.714,14169.0,81910.0,10595.0,5195.0,9797.0,93973.0,144226.0,8350.0,312.0,1140.857,30422.0,1433.571,14786.0,183599.0,630611.0,21486.0,32.64208628,64.206,1805750000000.0,192884.0,1.001422847,68.13582804,3.9,81.218,16.913,1.038638973,11.80837908,19585334.0,7.023,4.0,2.230830333333333,-192848082756.241,-213229174626.1
Canada,2016,42.878005070265,1.428759547,-47262580270.0,31.50257241,34201872161.0,6077.0,134.143,12041.0,71259.0,11088.0,4261.0,7613.0,80452.0,128282.0,8122.0,254.0,951.857,26178.0,1381.0,13236.0,170780.0,562736.0,17990.0,33.86111211,63.735,1527990000000.0,329455.0,1.13153974,67.3902081,3.9,81.3,18.296,1.968905239,12.49656263,19879259.0,7.038,4.0,1.2517575,2,43.166313394871,1.125241361,-54695520050.0,31.84996096,59986208237.0,5224.0,149.0,12334.0,71757.0,10720.0,4259.0,8475.0,82767.0,129048.0,7319.0,282.0,1015.286,26442.0,1213.286,13625.0,167388.0,563039.0,19165.0,34.3149411,64.245,1556510000000.0,224332.0,0.760300145,67.75712126,3.9,81.259,17.934,3.67453345,12.38981091,19691889.0,6.945,4.0,1.5216946666666666,-190945664594.137,-192848082756.241
Canada,2017,41.282400925704,1.596884129,-46235966236.0,31.45441015,25357801000.0,5977.0,142.429,13612.0,78103.0,11430.0,4912.0,8179.0,86893.0,135558.0,8371.0,286.0,998.857,28001.0,1515.429,14330.0,182780.0,603558.0,19711.0,33.6466507,63.914,1649270000000.0,372685.0,1.195435755,67.06992909,3.8,81.35,18.029,0.125752237,12.61201668,20145614.0,6.426,4.0,1.783651916666667,2,42.878005070265,1.428759547,-47262580270.0,31.50257241,34201872161.0,6077.0,134.143,12041.0,71259.0,11088.0,4261.0,7613.0,80452.0,128282.0,8122.0,254.0,951.857,26178.0,1381.0,13236.0,170780.0,562736.0,17990.0,33.86111211,63.735,1527990000000.0,329455.0,1.13153974,67.3902081,3.9,81.3,18.296,1.968905239,12.49656263,19879259.0,7.038,4.0,1.2517575,-208005603940.236,-190945664594.137
Canada,2018,39.649367640645,2.268225672,-41150336771.0,32.32540373,42603762049.0,6847.0,165.857,13061.0,82246.0,12163.0,7922.0,9802.0,93364.0,139366.0,7800.0,278.0,1112.571,29027.0,1675.571,14761.0,191853.0,635882.0,21637.0,34.27448212,63.343,1725330000000.0,420224.0,1.433226157,66.7853309,3.9,81.411,18.004,0.125752237,13.05768467,20348720.0,5.837,4.0,2.27791225,2,41.282400925704,1.596884129,-46235966236.0,31.45441015,25357801000.0,5977.0,142.429,13612.0,78103.0,11430.0,4912.0,8179.0,86893.0,135558.0,8371.0,286.0,998.857,28001.0,1515.429,14330.0,182780.0,603558.0,19711.0,33.6466507,63.914,1649270000000.0,372685.0,1.195435755,67.06992909,3.8,81.35,18.029,0.125752237,12.61201668,20145614.0,6.426,4.0,1.783651916666667,-225287515034.911,-208005603940.236
Canada,2019,39.087113685687,1.949269024,-34032332331.0,32.35269582,48942300762.0,7670.0,170.0,13724.0,82639.0,12379.0,8958.0,13462.0,96145.0,141836.0,8169.0,281.0,1103.571,30538.0,1693.143,14926.0,195430.0,653145.0,20923.0,33.81878946,64.586,1743730000000.0,387685.0,1.461712599,66.48468901,8.0,81.482,18.784,0.125752237,12.7416889,20768146.0,5.69,4.0,1.588882583333333,2,39.649367640645,2.268225672,-41150336771.0,32.32540373,42603762049.0,6847.0,165.857,13061.0,82246.0,12163.0,7922.0,9802.0,93364.0,139366.0,7800.0,278.0,1112.571,29027.0,1675.571,14761.0,191853.0,635882.0,21637.0,34.27448212,63.343,1725330000000.0,420224.0,1.433226157,66.7853309,3.9,81.411,18.004,0.125752237,13.05768467,20348720.0,5.837,4.0,2.27791225,-222179998710.97,-225287515034.911
Canada,2020,60.605477888807,0.716999632,-33287434317.0,29.47364723,29123011879.0,7166.0,191.429,16091.0,82697.0,12396.0,8766.0,74474.0,97560.0,160176.0,8285.0,294.0,1838.286,30219.0,1867.571,14770.0,294122.0,837220.0,22664.0,31.68312373,61.746,1655680000000.0,256592.0,1.084368971,66.13828674,8.0,81.562,24.911,0.125752237,13.50333209,20480700.0,9.657,4.0,0.7531087,2,39.087113685687,1.949269024,-34032332331.0,32.35269582,48942300762.0,7670.0,170.0,13724.0,82639.0,12379.0,8958.0,13462.0,96145.0,141836.0,8169.0,281.0,1103.571,30538.0,1693.143,14926.0,195430.0,653145.0,20923.0,33.81878946,64.586,1743730000000.0,387685.0,1.461712599,66.48468901,8.0,81.482,18.784,0.125752237,12.7416889,20768146.0,5.69,4.0,1.588882583333333,-223571131527.712,-222179998710.97
Canada,2021,56.59794932548,3.395193185,256504117.9,31.21635296,59125104307.0,12603.0,229.0,14852.0,91948.0,13482.0,9341.0,31680.0,114240.0,182441.0,9336.0,385.0,1699.429,34620.0,1989.0,15673.0,266986.0,831756.0,26687.0,31.20781146,63.827,2007470000000.0,198867.0,0.553902422,65.77465285,8.0,81.653,24.911,0.125752237,13.2198943,20965378.0,7.527,4.0,1.3588112499999998,3,60.605477888807,0.716999632,-33287434317.0,29.47364723,29123011879.0,7166.0,191.429,16091.0,82697.0,12396.0,8766.0,74474.0,97560.0,160176.0,8285.0,294.0,1838.286,30219.0,1867.571,14770.0,294122.0,837220.0,22664.0,31.68312373,61.746,1655680000000.0,256592.0,1.084368971,66.13828674,8.0,81.562,24.911,0.125752237,13.50333209,20480700.0,9.657,4.0,0.7531087,-265384580348.21002,-223571131527.712
Canada,2022,50.507502073196,6.802801153,-7622082462.0,33.84504756,49984660122.0,12603.0,229.0,14852.0,91948.0,13482.0,9341.0,31680.0,114240.0,182441.0,9336.0,385.0,1699.429,34620.0,1989.0,15673.0,266986.0,835676.429,26687.0,33.71384881,64.46,2161480000000.0,459988.0,1.811922553,65.51134521,8.0,81.752,24.911,0.125752237,12.82601965,21375151.0,5.28,4.0,2.7705860833333333,2,56.59794932548,3.395193185,256504117.9,31.21635296,59125104307.0,12603.0,229.0,14852.0,91948.0,13482.0,9341.0,31680.0,114240.0,182441.0,9336.0,385.0,1699.429,34620.0,1989.0,15673.0,266986.0,831756.0,26687.0,31.20781146,63.827,2007470000000.0,198867.0,0.553902422,65.77465285,8.0,81.653,24.911,0.125752237,13.2198943,20965378.0,7.527,4.0,1.3588112499999998,-277231013854.3909,-265384580348.21002
Canada,2023,49.918447032109,3.879001598,-15630911197.0,33.36930439,47745201181.0,12603.0,229.0,14852.0,91948.0,13482.0,9341.0,31680.0,114240.0,182441.0,9336.0,385.0,1699.429,34620.0,1989.0,15673.0,266986.0,835676.429,26687.0,33.82318975,64.277,2142470000000.0,433842.0,2.932274012,65.33733739,8.0,81.862,24.911,0.125752237,14.00758608,22136786.0,5.366,4.0,3.361192416666667,3,50.507502073196,6.802801153,-7622082462.0,33.84504756,49984660122.0,12603.0,229.0,14852.0,91948.0,13482.0,9341.0,31680.0,114240.0,182441.0,9336.0,385.0,1699.429,34620.0,1989.0,15673.0,266986.0,835676.429,26687.0,33.71384881,64.46,2161480000000.0,459988.0,1.811922553,65.51134521,8.0,81.752,24.911,0.125752237,12.82601965,21375151.0,5.28,4.0,2.7705860833333333,-300107493811.747,-277231013854.3909
Chile,2010,8.6073274382329,1.41071108,1946692533.0,37.90399432,14849443157.0,2843.167,315.667,3047.0,10644.0,450.0,1474.667,2247.833,6163.0,10393.0,1850.0,600.333,1015.333,4929.0,420.833,1018.0,19809.0,80012.5,11961.667,31.81368582,37.741,217051000000.0,26048.0,1.004553624,68.4593612,18.0,87.074,10.643,-3.768795807,17.47100627,7911451.0,8.547,4.0,6.252873999999999,1,8.6073274382329,1.41071108,1946692533.0,37.90399432,14849443157.0,2843.167,315.667,3047.0,10644.0,450.0,1474.667,2247.833,6163.0,10393.0,1850.0,600.333,1015.333,4929.0,420.833,1018.0,19809.0,80012.5,11961.667,31.81368582,37.741,217051000000.0,26048.0,1.004553624,68.4593612,18.0,87.074,10.643,-3.768795807,17.47100627,7911451.0,8.547,4.0,6.252873999999999,-37920913806.5977,-37920913806.5977
